aX,aY,aZ,gX,gY,gZ
-0.089,-0.173,0.054,-383.484,80.872,64.148
-0.012,-0.139,0.228,-403.87,99.792,71.289
0.061,-0.092,0.515,-410.645,108.337,73.364
0.118,-0.094,0.728,-392.151,107.788,67.139
0.127,-0.159,0.772,-356.262,98.267,53.04
0.121,-0.176,0.787,-329.651,79.834,38.269
0.088,-0.121,0.839,-318.42,52.917,27.405
0.001,-0.108,0.879,-313.11,20.081,21.851
-0.145,-0.116,0.945,-314.087,-11.169,20.63
-0.226,-0.036,1.043,-330.383,-19.714,26.062
-0.261,0.028,1.168,-346.863,-6.897,35.461
-0.266,0.077,1.325,-356.384,22.156,43.945
-0.219,0.088,1.579,-357.178,61.34,52.124
-0.098,0.101,1.933,-339.05,99.67,61.34
0.044,0.03,2.126,-288.269,127.38,64.819
0.163,-0.076,2.128,-221.13,135.315,56.396
0.255,-0.134,2.02,-166.87,119.446,43.274
0.269,-0.195,1.949,-134.644,80.933,30.823
0.23,-0.17,1.922,-121.46,32.227,23.132
0.173,-0.176,1.958,-118.53,-12.573,21.729
0.136,-0.196,2.006,-113.77,-38.757,20.386
0.11,-0.21,2.042,-101.257,-41.26,16.174
0.098,-0.234,2.031,-77.393,-29.724,10.254
0.116,-0.269,1.932,-46.875,-15.564,4.822
0.121,-0.312,1.759,-16.113,-11.414,-1.953
0.096,-0.344,1.59,7.019,-24.475,-10.193
0.049,-0.363,1.425,23.743,-46.082,-17.761
-0.006,-0.38,1.251,37.659,-66.65,-24.048
-0.066,-0.374,1.067,46.57,-80.139,-28.259
-0.115,-0.369,0.893,49.561,-82.458,-29.297
-0.142,-0.377,0.749,46.387,-73.853,-25.879
-0.15,-0.355,0.638,38.086,-56.335,-20.813
-0.148,-0.351,0.574,28.381,-36.377,-15.869
-0.13,-0.357,0.563,17.944,-19.287,-11.047
-0.116,-0.355,0.586,8.423,-6.714,-7.751
-0.106,-0.346,0.636,1.16,1.892,-6.592
-0.097,-0.344,0.697,-3.845,6.592,-6.897
-0.093,-0.344,0.761,-7.019,7.324,-7.568
-0.104,-0.34,0.816,-8.423,5.92,-8.24
-0.115,-0.345,0.856,-8.667,4.211,-8.789
-0.131,-0.356,0.886,-8.545,1.404,-8.85
-0.155,-0.36,0.918,-9.033,-1.221,-8.728
-0.177,-0.369,0.944,-9.399,-2.197,-8.057
-0.186,-0.354,0.968,-9.46,0,-6.47
-0.191,-0.354,0.986,-8.423,3.174,-5.249
-0.187,-0.352,1,-6.165,5.31,-4.517
-0.18,-0.344,0.999,-3.357,5.249,-4.15
-0.166,-0.343,0.986,-0.732,3.662,-3.967
-0.152,-0.344,0.97,1.404,0.488,-3.784
-0.14,-0.342,0.951,2.991,-2.014,-3.906
-0.133,-0.336,0.93,3.784,-2.319,-3.784
-0.126,-0.336,0.915,3.967,-2.258,-3.601
-0.127,-0.335,0.907,3.418,-2.808,-3.601
-0.128,-0.336,0.901,2.808,-2.869,-3.54
-0.13,-0.337,0.896,2.441,-1.831,-3.662
-0.129,-0.341,0.892,2.686,-0.854,-3.662
-0.133,-0.341,0.886,2.747,-0.305,-3.906
-0.138,-0.34,0.88,2.319,-0.061,-4.089
-0.138,-0.345,0.875,1.648,0.183,-3.967
-0.137,-0.35,0.868,0.977,0.61,-3.723
-0.143,-0.352,0.86,0.854,0.549,-3.845
-0.151,-0.345,0.864,0.427,0.732,-4.028
-0.156,-0.344,0.871,-0.488,1.831,-3.601
-0.157,-0.345,0.875,-1.526,3.601,-2.808
-0.157,-0.343,0.883,-2.441,4.883,-2.075
-0.384,0.276,-2.498,324.158,-171.875,-73.303
-0.383,0.154,-2.842,284.302,-185.547,-72.449
-0.401,-0.017,-3.058,224.06,-184.021,-64.697
-0.402,-0.146,-3.066,151.978,-158.813,-47.18
-0.342,-0.231,-2.917,78.735,-107.91,-20.813
-0.202,-0.284,-2.665,15.259,-47.607,11.047
-0.035,-0.326,-2.376,-33.386,3.052,41.87
0.12,-0.396,-2.091,-68.115,36.682,61.646
0.249,-0.489,-1.86,-93.079,56.824,65.308
0.305,-0.565,-1.634,-114.197,62.195,59.204
0.314,-0.597,-1.398,-133.728,58.044,48.462
0.266,-0.617,-1.161,-148.437,51.27,37.109
0.203,-0.622,-0.967,-155.945,43.884,27.1
0.145,-0.639,-0.832,-156.555,36.743,17.639
0.082,-0.661,-0.788,-153.076,32.593,10.01
0.028,-0.679,-0.781,-150.513,28.442,4.578
-0.024,-0.686,-0.772,-152.71,25.085,-0.244
-0.073,-0.657,-0.727,-160.583,22.522,-4.089
-0.132,-0.592,-0.662,-171.387,22.644,-7.141
-0.201,-0.587,-0.615,-181.824,29.236,-10.254
-0.267,-0.588,-0.585,-186.401,37.72,-9.949
-0.324,-0.547,-0.534,-188.843,44.739,-8.057
-0.369,-0.533,-0.484,-187.378,52.979,-7.08
-0.38,-0.557,-0.442,-181.519,64.209,-5.371
-0.364,-0.518,-0.414,-174.011,76.111,-3.54
-0.353,-0.518,-0.393,-166.992,86.67,-1.343
-0.315,-0.489,-0.411,-162.964,89.05,3.906
-0.278,-0.488,-0.438,-169.617,80.017,10.864
-0.231,-0.484,-0.414,-188.599,60.913,18.311
-0.193,-0.472,-0.331,-213.135,43.823,23.315
-0.171,-0.436,-0.217,-233.337,35.461,25.208
-0.159,-0.404,-0.053,-246.155,37.231,26.001
-0.137,-0.392,0.127,-245.911,47.546,26.611
-0.102,-0.384,0.257,-232.422,65.796,25.757
-0.086,-0.39,0.31,-212.219,86.182,21.973
-0.062,-0.404,0.345,-198.975,96.619,19.775
-0.033,-0.446,0.385,-199.585,90.881,21.606
-0.052,-0.467,0.458,-211.853,70.74,24.597
-0.094,-0.471,0.494,-228.394,48.462,25.574
-0.139,-0.49,0.592,-247.498,35.156,28.381
-0.155,-0.466,0.758,-263.489,36.987,33.997
-0.173,-0.459,0.931,-265.503,49.316,38.147
-0.148,-0.493,1.064,-251.953,66.345,42.297
-0.087,-0.535,1.126,-228.943,77.881,44.128
-0.048,-0.574,1.102,-204.529,78.735,39.185
-0.035,-0.61,1.038,-185.669,66.895,31.189
-0.044,-0.666,1,-176.941,46.936,26.428
-0.083,-0.734,1.018,-179.565,29.48,25.085
-0.046,-0.704,1.002,-188.049,29.541,28.198
-0.048,-0.763,0.985,-188.11,34.363,30.579
-0.005,-0.732,0.942,-189.575,40.649,32.043
0.005,-0.676,0.917,-192.139,40.283,32.227
-0.007,-0.623,0.936,-193.298,35.034,28.32
-0.018,-0.556,0.978,-191.772,32.837,24.231
-0.022,-0.501,1.037,-184.875,34.668,20.508
-0.018,-0.463,1.094,-172.913,40.527,17.029
0.016,-0.43,1.084,-155.701,47.546,14.404
0.008,-0.493,1.074,-138.306,49.377,11.719
0.056,-0.498,1.062,-129.944,49.927,10.132
0.099,-0.468,1.057,-127.441,48.462,9.888
0.096,-0.466,1.049,-123.108,38.879,5.615
0.07,-0.445,1.058,-123.169,27.1,1.892
0.048,-0.423,1.111,-126.343,17.09,1.526
0.041,-0.401,1.17,-127.747,9.766,2.808
0.027,-0.387,1.214,-123.779,4.578,2.197
0.006,-0.374,1.25,-115.417,1.892,-0.793
-0.013,-0.358,1.27,-105.286,2.625,-3.601
-0.021,-0.35,1.266,-93.628,6.775,-5.066
-0.018,-0.348,1.244,-81.787,11.719,-6.042
-0.01,-0.34,1.219,-72.021,15.076,-6.47
0.002,-0.337,1.209,-64.941,15.442,-6.897
0.005,-0.338,1.2,-58.716,12.451,-7.446
-0.001,-0.33,1.197,-52.979,4.944,-8.24
-0.014,-0.33,1.203,-47.974,-4.883,-8.179
-0.029,-0.337,1.194,-41.87,-13.428,-7.568
-0.047,-0.338,1.162,-34.729,-19.47,-7.141
-0.061,-0.339,1.131,-28.381,-22.461,-7.08
-0.067,-0.338,1.109,-23.865,-23.071,-6.409
-0.07,-0.339,1.088,-19.043,-20.752,-6.226
-0.072,-0.34,1.056,-13.672,-17.334,-6.958
-0.075,-0.337,1.023,-9.338,-14.893,-7.751
-0.09,-0.329,0.994,-6.653,-14.282,-8.606
-0.103,-0.321,0.966,-5.31,-12.817,-8.728
-0.109,-0.317,0.95,-4.883,-10.864,-7.69
-0.109,-0.315,0.947,-5.31,-9.583,-6.409
-0.107,-0.318,0.938,-4.7,-8.118,-5.615
-0.105,-0.315,0.923,-3.235,-7.385,-5.188
-0.109,-0.312,0.913,-2.136,-8.545,-4.944
-0.109,-0.311,0.907,-1.892,-10.254,-4.578
-0.116,-0.303,0.904,-2.197,-10.803,-4.578
-0.127,-0.297,0.908,-2.625,-9.277,-4.639
-0.134,-0.292,0.922,-2.991,-6.287,-4.333
-0.133,-0.29,0.931,-2.869,-2.747,-3.54
-0.131,-0.29,0.939,-2.197,-0.061,-2.502
-0.131,-0.291,0.949,-2.014,0.488,-1.77
-0.128,-0.295,0.963,-1.831,1.709,-0.854
-0.123,-0.305,0.972,-0.732,3.662,0.122
-0.118,-0.312,0.97,1.038,4.883,0.427
-0.112,-0.319,0.96,2.991,4.333,0.122
-0.109,-0.322,0.949,4.944,2.319,-0.122
-0.109,-0.325,0.93,6.592,-0.122,-0.366
-0.107,-0.326,0.91,7.263,-1.404,0
-0.107,-0.327,0.894,7.263,-1.831,0.244
-0.108,-0.325,0.884,6.714,-1.587,0.427
-0.108,-0.329,0.878,5.127,-0.793,0.549
-0.109,-0.329,0.873,4.272,-1.16,0.732
-0.115,-0.324,0.867,3.296,-1.404,0.671
-0.117,-0.323,0.87,2.014,-0.977,1.465
-0.112,-0.324,0.878,0.793,0.183,2.502
-0.105,-0.325,0.888,0,1.221,3.113
-0.101,-0.324,0.894,-1.038,2.869,3.235
-0.097,-0.327,0.903,-1.404,4.578,3.174
-0.089,-0.33,0.909,-1.16,5.188,2.808
-0.087,-0.332,0.918,-1.465,5.371,2.136
-0.088,-0.333,0.922,-0.854,4.517,1.16
-0.09,-0.333,0.924,0.061,3.052,0.549
-0.096,-0.333,0.925,0.427,1.343,0.183
-0.105,-0.334,0.925,0.977,0.061,-0.061
-0.112,-0.333,0.922,1.77,-1.526,0.061
-0.446,1.194,-1.545,533.813,-279.48,-168.274
-0.571,1.16,-1.974,544.25,-252.747,-136.414
-0.567,1.184,-2.532,536.377,-211.487,-112.122
-0.541,0.974,-3.122,493.408,-175.842,-91.553
-0.502,0.733,-3.605,411.743,-146.973,-82.397
-0.533,0.575,-3.835,302.612,-120.483,-84.839
-0.539,0.55,-3.694,187.988,-104.553,-83.618
-0.501,0.538,-3.41,85.083,-92.59,-63.965
-0.469,0.412,-3.07,6.287,-75.867,-32.776
-0.383,0.241,-2.716,-50.415,-43.945,3.052
-0.267,0.022,-2.339,-90.82,0.854,39.795
-0.12,-0.166,-1.974,-122.375,46.753,72.998
0.014,-0.343,-1.621,-146.912,83.13,95.581
0.105,-0.503,-1.255,-165.771,106.812,104.919
0.148,-0.584,-0.919,-179.077,119.263,103.943
0.146,-0.619,-0.665,-184.57,121.887,96.191
0.095,-0.67,-0.5,-182.861,112,85.571
0.003,-0.697,-0.404,-176.758,89.844,74.829
-0.061,-0.711,-0.391,-165.894,69.519,59.326
-0.105,-0.749,-0.42,-153.381,47.058,43.213
-0.152,-0.731,-0.504,-140.991,27.832,34.058
-0.184,-0.726,-0.609,-131.897,12.756,25.94
-0.208,-0.718,-0.706,-126.648,2.686,17.639
-0.25,-0.693,-0.8,-124.695,-1.709,9.949
-0.29,-0.661,-0.877,-127.075,-1.953,4.944
-0.318,-0.622,-0.931,-134.46,0.183,4.883
-0.345,-0.586,-0.965,-146.057,2.319,7.202
-0.37,-0.559,-0.968,-160.767,3.54,8.484
-0.396,-0.527,-0.939,-176.636,4.883,9.277
-0.413,-0.498,-0.878,-190.796,7.751,10.62
-0.412,-0.478,-0.798,-199.829,12.451,13.123
-0.387,-0.476,-0.731,-203.735,18.616,17.273
-0.341,-0.467,-0.683,-205.139,24.414,21.545
-0.295,-0.471,-0.652,-208.191,28.687,24.963
-0.243,-0.474,-0.631,-213.806,31.494,27.283
-0.188,-0.465,-0.606,-221.924,34.546,30.701
-0.153,-0.45,-0.58,-232.178,40.1,33.569
-0.121,-0.44,-0.536,-245.789,48.096,39.307
-0.075,-0.427,-0.469,-264.221,58.96,47.546
-0.017,-0.408,-0.392,-284.973,74.036,55.298
0.056,-0.384,-0.287,-304.565,89.905,61.218
0.148,-0.349,-0.106,-321.96,99.731,63.293
0.22,-0.302,0.156,-331.543,97.656,59.021
0.237,-0.294,0.36,-323.547,82.947,47.058
0.219,-0.297,0.464,-304.626,59.937,31.494
0.173,-0.306,0.49,-283.691,33.02,13.184
0.099,-0.304,0.486,-270.874,3.418,-2.441
-0.034,-0.252,0.486,-266.724,-21.973,-11.169
-0.186,-0.197,0.504,-272.522,-33.997,-12.024
-0.246,-0.164,0.566,-289.673,-21.851,-2.441
-0.243,-0.149,0.631,-306.763,12.634,11.414
-0.21,-0.161,0.681,-315.552,49.194,22.705
-0.183,-0.158,0.755,-318.604,71.472,29.297
-0.152,-0.145,0.883,-321.411,82.336,31.067
-0.098,-0.151,1.068,-317.627,89.783,30.273
-0.009,-0.152,1.277,-297.119,93.262,29.114
0.057,-0.212,1.375,-256.409,83.191,24.841
0.086,-0.3,1.326,-209.534,58.838,13.245
0.045,-0.312,1.225,-176.331,29.48,-1.282
-0.091,-0.222,1.127,-160.95,5.737,-11.353
-0.207,-0.172,1.121,-163.086,-4.7,-6.836
-0.252,-0.138,1.198,-180.115,0.122,9.827
-0.261,-0.13,1.321,-198.73,17.212,23.987
-0.249,-0.135,1.451,-207.764,40.588,30.762
-0.211,-0.144,1.615,-205.078,65.125,32.898
-0.15,-0.165,1.766,-185.303,87.952,33.997
-0.071,-0.227,1.786,-147.278,104.248,32.776
0.006,-0.279,1.697,-107.91,105.408,27.466
0.066,-0.295,1.615,-83.557,88.074,19.104
0.069,-0.284,1.564,-71.167,58.96,10.681
0.05,-0.271,1.541,-66.833,30.579,7.935
0.045,-0.272,1.554,-66.711,9.521,12.329
0.063,-0.276,1.585,-67.505,-1.038,16.479
0.082,-0.258,1.596,-63.721,-1.831,16.418
0.064,-0.285,1.57,-52.551,0.977,12.573
0.062,-0.342,1.528,-38.574,4.456,8.057
0.091,-0.314,1.479,-26.917,10.193,5.188
0.091,-0.325,1.408,-12.207,8.85,-0.305
0.069,-0.332,1.32,2.014,-1.77,-6.165
0.043,-0.333,1.23,12.268,-14.954,-11.353
0.011,-0.334,1.132,19.226,-27.71,-14.893
-0.015,-0.342,1.025,23.132,-39.368,-16.479
-0.042,-0.334,0.915,24.475,-46.509,-16.541
-0.075,-0.325,0.817,23.254,-48.096,-15.503
-0.099,-0.318,0.75,19.287,-43.64,-13.184
-0.112,-0.317,0.717,13.306,-34.363,-10.62
-0.118,-0.313,0.709,8.484,-21.912,-8.362
-0.121,-0.306,0.716,4.639,-9.277,-6.714
-0.12,-0.301,0.729,2.014,2.014,-5.92
-0.115,-0.302,0.754,-0.244,9.644,-5.371
-0.112,-0.305,0.797,-2.93,11.292,-4.639
-0.11,-0.305,0.841,-4.7,8.179,-4.272
-0.112,-0.305,0.886,-6.348,4.089,-3.906
-0.117,-0.305,0.915,-7.507,1.099,-3.296
-0.121,-0.304,0.933,-7.446,-0.977,-2.075
-0.125,-0.304,0.944,-7.019,-1.77,-1.038
-0.122,-0.302,0.955,-6.653,-1.709,-0.122
-0.118,-0.298,0.966,-6.042,-0.366,0.244
-0.113,-0.292,0.976,-4.822,1.526,0.549
-0.108,-0.292,0.974,-3.113,3.967,0.977
-0.102,-0.299,0.968,-1.16,4.333,0.916
-0.096,-0.3,0.962,-0.305,3.723,0.793
-0.089,-0.302,0.958,0.305,2.502,0.854
-0.083,-0.306,0.953,0.793,1.648,0.854
-0.075,-0.308,0.947,1.343,0.61,0.793
-0.073,-0.306,0.94,1.526,-1.221,0.244
-0.077,-0.302,0.932,2.441,-3.418,-0.671
-0.078,-0.297,0.925,3.052,-4.272,-1.221
-0.08,-0.298,0.916,3.54,-3.235,-1.282
-0.079,-0.3,0.906,3.357,-1.282,-1.343
-0.08,-0.303,0.895,3.052,0.427,-1.465
-0.085,-0.306,0.881,3.052,0.916,-1.709
-0.091,-0.305,0.87,2.319,0.183,-2.197
-0.102,-0.306,0.86,1.038,0.488,-2.014
-0.103,-0.304,0.861,-0.427,1.892,-0.977
-0.101,-0.305,0.864,-1.587,3.662,0
-0.099,-0.305,0.876,-2.441,5.188,0.366
-0.098,-0.303,0.893,-3.296,5.371,0.732
-0.098,-0.302,0.909,-3.479,5.615,0.732
-0.53,0.328,-2.229,455.017,-146.79,-75.256
-0.582,0.343,-2.443,404.175,-96.985,-61.035
-0.577,0.338,-2.602,353.699,-61.829,-50.293
-0.532,0.281,-2.73,297.852,-56.885,-37.842
-0.468,0.178,-2.763,234.253,-70.496,-26.123
-0.396,0.108,-2.698,165.344,-77.271,-14.404
-0.298,0.02,-2.582,98.511,-65.552,-0.122
-0.21,-0.189,-2.395,39.063,-42.969,16.418
-0.049,-0.296,-2.145,-13.428,-19.714,34.424
0.097,-0.384,-1.887,-57.312,0.183,49.5
0.205,-0.494,-1.641,-91.736,17.7,57.434
0.271,-0.604,-1.391,-119.751,33.264,59.631
0.298,-0.673,-1.116,-142.334,45.471,57.861
0.28,-0.713,-0.848,-156.738,53.406,53.101
0.23,-0.773,-0.646,-159.302,57.068,44.556
0.16,-0.796,-0.534,-156.86,56.396,38.452
0.083,-0.815,-0.511,-148.254,52.063,32.532
0.029,-0.836,-0.551,-138.245,45.105,22.644
-0.018,-0.847,-0.622,-132.69,34.302,12.512
-0.068,-0.834,-0.702,-131.958,22.766,4.15
-0.118,-0.808,-0.776,-135.742,10.376,-0.732
-0.157,-0.786,-0.839,-142.029,0.183,-3.784
-0.189,-0.755,-0.879,-150.146,-5.554,-4.822
-0.218,-0.722,-0.893,-159.729,-5.127,-5.127
-0.232,-0.688,-0.889,-169.25,1.648,-4.456
-0.226,-0.661,-0.881,-177.49,13.794,-2.136
-0.202,-0.641,-0.86,-185.12,26.978,0.732
-0.16,-0.615,-0.827,-192.505,36.621,2.075
-0.117,-0.594,-0.792,-199.402,40.894,0.854
-0.078,-0.577,-0.766,-207.336,40.283,-2.319
-0.042,-0.553,-0.728,-217.896,34.424,-5.127
-0.017,-0.525,-0.68,-230.225,26.001,-8.423
-0.009,-0.497,-0.619,-243.408,17.334,-12.024
-0.016,-0.466,-0.53,-256.287,9.521,-14.221
-0.037,-0.422,-0.417,-266.235,7.629,-15.747
-0.072,-0.382,-0.274,-270.508,16.357,-16.968
-0.089,-0.344,-0.127,-267.883,34.546,-16.113
-0.097,-0.332,-0.009,-259.216,58.228,-14.221
-0.083,-0.328,0.074,-247.437,79.102,-15.076
-0.086,-0.331,0.151,-238.159,88.806,-19.775
-0.105,-0.323,0.236,-237.122,83.923,-25.452
-0.148,-0.3,0.313,-242.737,68.726,-28.198
-0.218,-0.273,0.36,-250.427,47.729,-27.771
-0.315,-0.238,0.417,-261.353,24.78,-22.705
-0.38,-0.24,0.527,-278.564,6.47,-10.071
-0.394,-0.198,0.643,-295.288,5.066,2.869
-0.408,-0.197,0.768,-305.969,20.813,12.695
-0.39,-0.167,0.902,-307.8,40.71,23.071
-0.35,-0.161,0.999,-298.889,64.026,33.875
-0.271,-0.178,1.054,-289.978,88.135,44.312
-0.187,-0.192,1.1,-286.804,107.666,52.185
-0.099,-0.182,1.137,-285.828,120.422,56.641
-0.005,-0.183,1.151,-283.386,122.742,60.486
0.07,-0.19,1.163,-278.381,112.122,62.683
0.114,-0.183,1.2,-271.179,90.637,60.12
0.122,-0.177,1.205,-257.141,62.378,53.955
0.071,-0.131,1.196,-238.342,30.151,43.823
0.003,-0.051,1.268,-223.999,6.653,35.278
-0.045,-0.005,1.389,-211.426,4.883,32.471
-0.063,-0.024,1.502,-194.641,23.56,32.166
-0.049,-0.063,1.637,-181.824,52.551,30.884
0.03,-0.07,1.753,-175.842,84.778,29.175
0.083,-0.104,1.831,-160.889,98.083,27.771
0.083,-0.161,1.883,-135.62,81.848,21.667
0.057,-0.198,1.914,-109.802,51.025,13.306
0.053,-0.218,1.835,-79.102,16.846,5.188
0.034,-0.211,1.688,-48.462,-21.301,-2.258
-0.005,-0.194,1.519,-26.001,-58.044,-7.874
-0.047,-0.206,1.37,-13.977,-83.069,-9.949
-0.091,-0.208,1.261,-12.939,-92.651,-8.118
-0.125,-0.207,1.206,-16.846,-85.693,-4.822
-0.129,-0.212,1.18,-19.47,-63.599,-2.319
-0.11,-0.225,1.156,-18.066,-35.4,-0.122
-0.086,-0.247,1.121,-12.268,-12.939,-0.122
-0.059,-0.269,1.089,-6.042,-3.906,-0.854
-0.042,-0.289,1.062,-0.671,-5.92,-1.953
-0.039,-0.3,1.027,3.174,-12.634,-3.174
-0.039,-0.3,0.999,4.578,-18.799,-3.296
-0.033,-0.305,0.975,2.991,-21.912,-1.343
-0.035,-0.305,0.958,0.183,-21.301,0.549
-0.038,-0.299,0.946,-3.052,-17.517,2.014
-0.027,-0.297,0.944,-5.188,-11.78,3.113
-0.013,-0.288,0.943,-6.042,-5.249,3.113
-0.006,-0.278,0.94,-5.249,1.465,1.526
-0.005,-0.267,0.933,-3.235,5.554,-1.404
-0.017,-0.263,0.936,-1.648,5.432,-4.028
-0.035,-0.26,0.937,-0.671,3.54,-4.944
-0.051,-0.261,0.932,-0.122,1.587,-5.676
-0.073,-0.255,0.935,-0.122,-0.549,-6.653
-0.093,-0.247,0.945,-1.16,-0.916,-6.836
-0.11,-0.246,0.952,-1.587,0.183,-6.287
-0.126,-0.244,0.958,-0.854,1.77,-5.92
-0.141,-0.243,0.965,-0.305,3.662,-6.47
-0.151,-0.238,0.972,-0.122,5.127,-6.714
-0.157,-0.236,0.977,0.549,5.798,-6.226
-0.158,-0.235,0.978,1.16,5.798,-5.798
-0.161,-0.234,0.975,1.465,5.432,-5.005
-0.157,-0.238,0.966,1.77,5.188,-4.211
-0.152,-0.246,0.954,2.563,3.967,-3.845
-0.149,-0.247,0.937,3.418,2.258,-3.967
-0.149,-0.245,0.925,3.967,0.488,-4.089
-0.148,-0.248,0.917,4.211,0.183,-4.15
-0.143,-0.252,0.909,4.517,0.549,-3.967
-0.142,-0.251,0.897,5.188,1.648,-3.662
-0.137,-0.253,0.887,5.31,3.113,-3.113
-0.13,-0.253,0.894,3.479,4.211,-2.258
-0.128,-0.253,0.905,1.648,4.456,-1.953
-0.129,-0.254,0.911,1.404,4.883,-2.014
-0.132,-0.252,0.911,1.648,4.822,-1.709
-0.133,-0.251,0.912,1.709,5.127,-1.648
-0.133,-0.251,0.915,1.648,6.409,-1.282
-0.13,-0.252,0.918,1.77,8.057,-0.977
-0.127,-0.255,0.919,1.709,9.827,-0.427
-0.121,-0.257,0.921,1.404,11.414,0.183
-0.116,-0.263,0.926,0.854,11.23,0.427
-0.114,-0.264,0.929,0.732,9.033,0.427
-0.113,-0.264,0.927,0.916,7.019,0.122
-0.11,-0.266,0.922,1.404,6.042,0.122
-0.105,-0.266,0.921,0.916,5.981,0.427
-0.618,1.905,-2.216,684.326,-136.963,-113.281
-0.407,1.738,-2.99,663.696,-166.138,-83.069
0.134,1.801,-3.874,582.092,-215.942,-57.129
0.192,0.881,-4,461.487,-234.741,-75.378
0.268,0.533,-4,322.815,-221.802,-118.958
0.355,0.626,-4,148.926,-219.36,-114.014
0.276,0.429,-3.954,11.475,-199.158,-88.257
0.168,0.24,-3.177,-82.214,-125.61,-47.852
0.149,-0.026,-2.338,-138.672,-19.043,4.822
0.236,-0.226,-1.614,-166.992,83.374,61.646
0.325,-0.425,-1.091,-172.913,153.076,98.267
0.289,-0.641,-0.668,-166.687,185.303,104.004
0.158,-0.785,-0.304,-156.372,189.27,88.379
-0.032,-0.871,-0.068,-143.005,175.049,71.411
-0.191,-0.903,0.022,-130.554,150.024,64.392
-0.319,-0.889,-0.046,-114.807,126.77,62.744
-0.361,-0.884,-0.221,-94.91,112.122,56.396
-0.391,-0.873,-0.411,-80.261,94.238,51.025
-0.395,-0.825,-0.578,-72.876,73.608,47.852
-0.394,-0.752,-0.727,-70.374,54.871,45.593
-0.375,-0.708,-0.899,-68.909,42.48,44.495
-0.326,-0.68,-1.061,-72.571,34.241,44.8
-0.255,-0.651,-1.184,-82.825,28.015,46.082
-0.19,-0.642,-1.265,-97.351,25.146,45.898
-0.117,-0.614,-1.294,-116.028,25.696,46.265
-0.055,-0.568,-1.267,-137.024,27.405,47.058
