aX,aY,aZ,gX,gY,gZ
-0.006,-0.515,-1.224,-153.625,29.602,45.898
0.013,-0.49,-1.159,-164.001,32.776,41.199
0.015,-0.456,-1.105,-170.349,34.851,35.461
0.009,-0.453,-1.077,-173.584,36.56,28.87
-0.007,-0.46,-1.061,-179.443,37.17,22.827
-0.027,-0.461,-1.039,-192.078,35.4,20.264
-0.039,-0.475,-1,-210.754,33.325,20.508
-0.031,-0.477,-0.934,-232.483,32.593,21.973
-0.036,-0.475,-0.861,-253.357,34.912,23.071
-0.05,-0.458,-0.784,-272.949,38.757,23.865
-0.056,-0.445,-0.668,-289.734,43.03,24.292
-0.057,-0.412,-0.516,-301.025,49.011,23.804
-0.068,-0.389,-0.342,-303.162,56.702,22.705
-0.089,-0.391,-0.182,-296.143,65.002,21.362
-0.117,-0.402,-0.056,-283.813,70.251,18.982
-0.151,-0.425,0.032,-273.437,71.472,16.479
-0.17,-0.443,0.098,-269.714,66.711,15.442
-0.203,-0.447,0.129,-274.902,54.443,15.625
-0.236,-0.465,0.172,-287.476,33.508,16.663
-0.284,-0.419,0.247,-303.345,12.573,18.677
-0.329,-0.382,0.399,-310.791,3.906,17.395
-0.323,-0.327,0.573,-302.429,10.498,18.738
-0.302,-0.316,0.675,-278.076,26.672,22.522
-0.25,-0.322,0.74,-253.174,44.678,26.367
-0.194,-0.312,0.855,-240.356,59.57,30.823
-0.103,-0.303,0.922,-233.582,69.824,33.325
-0.037,-0.328,0.955,-230.103,62.073,36.255
0.014,-0.332,1.007,-235.657,31.128,39.429
0.013,-0.328,1.072,-239.136,-5.554,35.522
-0.031,-0.321,1.079,-230.225,-32.349,24.841
-0.081,-0.302,1.031,-213.623,-45.532,13.855
-0.126,-0.251,1,-198.303,-42.725,6.653
-0.163,-0.162,0.997,-187.378,-25.452,6.897
-0.131,-0.116,1.037,-183.228,4.272,15.808
-0.044,-0.099,1.143,-186.096,36.743,28.992
0.043,-0.113,1.278,-190.247,59.143,37.537
0.11,-0.146,1.435,-189.514,67.139,38.696
0.17,-0.2,1.549,-178.65,65.369,34.79
0.176,-0.288,1.567,-155.762,53.345,24.902
0.108,-0.355,1.526,-133.362,31.555,11.475
0.009,-0.374,1.498,-119.873,8.606,0.366
-0.07,-0.371,1.496,-112.427,-7.141,-3.479
-0.156,-0.367,1.49,-105.164,-13.184,-2.869
-0.218,-0.38,1.488,-98.267,-8.24,0.61
-0.22,-0.403,1.49,-91.492,3.479,6.042
-0.179,-0.43,1.469,-80.75,17.029,9.644
-0.124,-0.452,1.407,-65.674,25.696,10.498
-0.076,-0.468,1.331,-50.903,23.987,8.423
-0.05,-0.47,1.265,-39.856,11.658,4.578
-0.05,-0.46,1.214,-31.921,-4.578,0.061
-0.072,-0.439,1.165,-26.001,-19.958,-3.418
-0.101,-0.418,1.115,-21.973,-29.602,-4.639
-0.122,-0.428,1.081,-19.836,-32.349,-3.662
-0.119,-0.442,1.071,-20.203,-26.184,-0.305
-0.096,-0.448,1.057,-19.653,-12.451,3.479
-0.062,-0.458,1.032,-16.113,1.038,5.371
-0.032,-0.459,1.002,-12.451,7.874,5.92
-0.017,-0.454,0.981,-9.949,6.592,4.822
-0.014,-0.445,0.954,-7.202,2.808,2.258
-0.02,-0.432,0.907,-3.54,1.16,-0.183
-0.025,-0.423,0.867,-2.075,0.977,-1.343
-0.031,-0.409,0.861,-4.761,1.282,-1.221
-0.035,-0.399,0.866,-7.385,1.587,-0.671
-0.046,-0.39,0.878,-8.911,2.502,-0.61
-0.055,-0.381,0.9,-9.583,3.906,-0.793
-0.067,-0.377,0.918,-9.155,7.08,-1.221
-0.077,-0.373,0.925,-7.202,9.644,-2.38
-0.082,-0.372,0.935,-5.493,10.681,-3.174
-0.085,-0.372,0.949,-4.089,8.545,-3.662
-0.092,-0.371,0.966,-3.418,4.517,-4.028
-0.104,-0.37,0.967,-2.014,1.16,-4.822
-0.119,-0.368,0.96,-0.549,-1.038,-5.188
-0.126,-0.372,0.944,0.366,-1.16,-4.944
-0.132,-0.374,0.926,1.465,-0.061,-4.333
-0.135,-0.374,0.912,1.953,0.061,-4.15
-0.137,-0.377,0.9,2.686,-0.793,-4.15
-0.14,-0.378,0.887,2.686,-1.526,-3.967
-0.143,-0.378,0.872,3.052,-1.16,-3.906
-0.144,-0.373,0.858,2.686,0.366,-3.479
-0.137,-0.374,0.848,1.526,2.563,-2.747
-0.129,-0.374,0.853,0.183,3.784,-1.282
-0.123,-0.374,0.863,-0.793,4.395,-0.488
-0.118,-0.373,0.873,-1.16,4.578,-0.488
-0.11,-0.373,0.885,-0.671,4.028,-0.61
-0.105,-0.375,0.889,0.061,3.54,-0.61
-0.099,-0.376,0.888,0.305,3.418,-0.488
-0.098,-0.376,0.886,0,2.075,-0.427
-0.1,-0.374,0.885,0.122,0.671,-0.671
-0.101,-0.373,0.882,0.061,0.732,-0.366
-0.106,-0.374,0.873,0.244,1.343,-0.061
-0.105,-0.376,0.871,-0.183,0.732,0.244
-0.103,-0.376,0.876,-0.793,0.427,0.549
-0.102,-0.377,0.88,-0.854,0.61,0.671
-0.534,0.218,-2.242,312.683,-90.088,-88.684
-0.692,0.24,-2.365,279.358,-69.58,-80.383
-0.751,0.283,-2.532,249.512,-55.725,-67.688
-0.735,0.209,-2.718,220.398,-54.504,-54.321
-0.674,0.089,-2.819,175.842,-58.533,-38.391
-0.578,-0.038,-2.762,115.601,-58.167,-18.616
-0.432,-0.147,-2.555,51.514,-49.5,4.028
-0.24,-0.226,-2.297,-1.831,-31.067,24.048
-0.073,-0.346,-2.038,-39.795,-10.986,38.879
0.08,-0.464,-1.789,-69.763,2.014,48.523
0.204,-0.553,-1.537,-95.825,11.475,53.345
0.286,-0.622,-1.288,-116.211,19.897,53.223
0.313,-0.656,-1.046,-127.991,28.992,47.974
0.303,-0.68,-0.874,-130.31,37.72,39.307
0.251,-0.709,-0.805,-126.953,42.175,29.785
0.165,-0.721,-0.793,-124.023,40.039,20.142
0.055,-0.706,-0.798,-124.634,35.095,11.719
-0.053,-0.681,-0.803,-128.113,32.837,6.226
-0.128,-0.653,-0.809,-133.789,36.072,5.981
-0.179,-0.633,-0.812,-141.663,45.288,9.277
-0.205,-0.611,-0.788,-151.062,58.533,13.794
-0.2,-0.606,-0.735,-159.912,73.181,18.86
-0.17,-0.605,-0.653,-164.368,86.548,22.339
-0.146,-0.601,-0.561,-163.086,95.337,22.217
-0.13,-0.618,-0.496,-156.799,98.816,18.188
-0.136,-0.617,-0.461,-151.611,96.069,12.329
-0.166,-0.621,-0.448,-151.245,89.966,7.202
-0.214,-0.618,-0.44,-157.471,81.909,7.141
-0.25,-0.617,-0.399,-170.715,75.623,12.207
-0.28,-0.607,-0.323,-188.049,74.951,20.386
-0.3,-0.612,-0.255,-203.43,81.421,29.419
-0.298,-0.607,-0.159,-214.233,92.346,38.513
-0.251,-0.58,-0.001,-219.849,105.835,46.997
-0.172,-0.57,0.167,-214.844,116.089,52.246
-0.102,-0.594,0.241,-199.524,118.164,50.232
-0.051,-0.645,0.228,-182.129,106.567,42.664
-0.081,-0.632,0.234,-171.448,79.895,34.851
-0.105,-0.642,0.236,-179.199,55.664,31.799
-0.127,-0.669,0.245,-194.031,40.833,35.828
-0.123,-0.677,0.263,-211.426,33.203,43.884
-0.133,-0.666,0.292,-227.051,35.034,50.476
-0.1,-0.646,0.384,-239.807,43.701,57.19
-0.004,-0.618,0.543,-241.272,53.955,62.561
0.075,-0.634,0.623,-224.609,58.655,59.57
0.106,-0.633,0.621,-199.951,52.49,46.57
0.083,-0.662,0.567,-177.063,39.124,29.907
0.07,-0.624,0.532,-163.33,21.362,15.564
-0.015,-0.592,0.474,-156.006,8.301,6.592
-0.089,-0.604,0.392,-157.41,-1.953,4.395
-0.111,-0.581,0.38,-173.706,-9.033,11.475
-0.151,-0.52,0.399,-193.726,-10.315,19.775
-0.152,-0.496,0.434,-211.487,-5.066,28.931
-0.105,-0.457,0.55,-225.891,7.385,38.879
-0.022,-0.402,0.748,-231.018,26.917,45.227
0.044,-0.433,0.945,-219.482,46.204,46.265
0.126,-0.47,1.042,-200.012,60.486,41.26
0.19,-0.5,1.086,-180.786,61.462,31.189
0.192,-0.513,1.092,-163.208,46.448,17.273
0.085,-0.5,1.074,-149.963,24.048,5.066
-0.006,-0.503,1.082,-148.804,1.282,2.93
-0.077,-0.464,1.17,-159.302,-14.282,9.094
-0.154,-0.413,1.319,-165.955,-13.55,15.259
-0.163,-0.383,1.512,-161.377,4.456,23.987
-0.095,-0.4,1.638,-144.47,33.997,33.997
0.004,-0.455,1.674,-119.812,59.143,38.879
0.108,-0.5,1.662,-98.022,69.153,37.415
0.197,-0.551,1.635,-80.078,62.683,31.128
0.256,-0.589,1.571,-64.392,43.701,22.278
0.251,-0.608,1.487,-50.72,16.785,10.498
0.198,-0.599,1.391,-39.124,-9.949,-2.075
0.124,-0.572,1.286,-30.029,-31.555,-11.719
0.041,-0.537,1.175,-24.841,-46.875,-17.09
-0.019,-0.513,1.111,-23.315,-53.772,-16.479
-0.057,-0.491,1.078,-23.56,-47.485,-12.39
-0.074,-0.478,1.033,-19.226,-28.687,-7.629
-0.061,-0.484,0.971,-12.024,-6.897,-3.723
-0.037,-0.493,0.916,-6.714,7.141,-1.16
-0.022,-0.5,0.875,-3.845,10.132,-0.732
-0.02,-0.5,0.838,-1.892,7.507,-2.441
-0.024,-0.496,0.808,-1.038,4.333,-3.845
-0.033,-0.493,0.783,-2.197,0.732,-4.15
-0.041,-0.487,0.782,-5.859,-1.221,-3.784
-0.051,-0.479,0.796,-9.766,-1.953,-2.808
-0.052,-0.478,0.83,-13.55,-1.77,-0.61
-0.05,-0.473,0.883,-15.869,0.183,1.465
-0.046,-0.47,0.929,-15.259,4.7,2.38
-0.035,-0.474,0.954,-12.268,9.399,2.502
-0.03,-0.478,0.962,-8.057,10.559,1.526
-0.03,-0.479,0.968,-5.554,7.874,0.366
-0.027,-0.476,0.968,-3.967,4.395,-0.732
-0.029,-0.478,0.95,-1.343,0.61,-1.709
-0.035,-0.479,0.924,0.122,-2.686,-2.625
-0.042,-0.484,0.901,0.305,-6.104,-2.991
-0.052,-0.484,0.881,0.488,-8.24,-3.418
-0.059,-0.479,0.863,0.732,-8.667,-3.723
-0.068,-0.472,0.85,1.221,-7.141,-3.723
-0.075,-0.471,0.831,2.319,-3.906,-3.174
-0.075,-0.471,0.818,2.991,-0.427,-1.953
-0.072,-0.468,0.815,2.441,2.991,-0.671
-0.063,-0.467,0.814,1.587,5.066,0.244
-0.055,-0.47,0.815,0.732,5.188,0.854
-0.051,-0.467,0.825,-0.488,3.784,1.038
-0.045,-0.468,0.838,-1.892,2.686,1.343
-0.04,-0.468,0.848,-2.502,2.93,1.526
-0.032,-0.471,0.852,-2.625,2.625,1.465
-0.027,-0.474,0.855,-2.625,1.526,1.099
-0.027,-0.474,0.857,-2.38,0.244,0.366
-0.03,-0.474,0.859,-1.648,-0.244,-0.549
-0.038,-0.474,0.856,-1.465,-0.793,-1.16
-0.048,-0.472,0.855,-1.465,-2.136,-1.465
-0.058,-0.469,0.851,-1.831,-2.686,-1.221
-0.067,-0.468,0.839,-1.465,-1.831,-0.732
-0.072,-0.468,0.833,-1.526,-0.061,0.061
-0.07,-0.469,0.833,-2.075,2.319,1.282
-0.066,-0.467,0.84,-2.136,5.554,2.197
-0.056,-0.472,0.841,-2.014,7.874,2.93
-0.044,-0.473,0.843,-2.014,8.362,2.93
-0.039,-0.474,0.849,-2.319,7.141,2.441
-0.035,-0.474,0.852,-2.197,5.615,2.014
-0.044,0.778,-2.033,420.41,-112.061,-99.426
-0.232,0.755,-2.313,382.263,-138.55,-109.558
-0.318,0.878,-2.673,342.712,-155.945,-111.389
-0.409,0.762,-3.074,299.988,-176.636,-109.07
-0.478,0.635,-3.351,238.831,-188.293,-93.14
-0.465,0.5,-3.401,164.49,-165.771,-60.364
-0.343,0.386,-3.266,91.309,-112.732,-16.663
-0.094,0.263,-3.021,28.87,-52.734,27.222
0.175,0.103,-2.764,-18.188,-4.944,58.716
0.367,-0.105,-2.498,-58.044,22.461,73.669
0.503,-0.256,-2.142,-97.778,34.058,78.796
0.604,-0.345,-1.776,-129.883,42.725,78.613
0.636,-0.438,-1.47,-145.813,54.26,71.777
0.619,-0.536,-1.273,-151.184,64.514,59.326
0.559,-0.569,-1.141,-156.921,65.735,45.532
0.468,-0.567,-1.033,-162.781,57.312,30.884
0.35,-0.562,-0.971,-165.649,46.326,16.479
0.231,-0.554,-0.937,-165.771,38.147,3.418
0.107,-0.532,-0.928,-166.016,34.973,-5.493
-0.009,-0.527,-0.953,-168.64,35.278,-10.986
-0.109,-0.52,-0.957,-177.307,37.598,-11.841
-0.205,-0.489,-0.911,-191.895,41.931,-8.85
-0.266,-0.424,-0.817,-207.336,50.11,-3.601
-0.278,-0.372,-0.666,-218.262,62.378,2.136
-0.26,-0.33,-0.484,-221.863,73.669,7.996
-0.243,-0.386,-0.364,-214.172,80.933,8.484
-0.248,-0.419,-0.318,-201.355,80.933,3.906
-0.284,-0.456,-0.305,-192.383,73.792,-0.854
-0.294,-0.494,-0.267,-193.787,64.819,-0.183
-0.342,-0.499,-0.249,-203.247,60.486,5.127
-0.337,-0.524,-0.175,-219.299,57.617,15.381
-0.311,-0.525,0.007,-235.657,59.998,27.588
-0.254,-0.496,0.211,-237.671,71.716,36.743
-0.185,-0.532,0.329,-221.985,84.656,39.49
-0.144,-0.56,0.374,-198.242,88.196,34.363
-0.148,-0.591,0.376,-178.04,81.238,27.161
-0.162,-0.644,0.334,-167.419,67.932,24.536
-0.155,-0.682,0.365,-171.631,55.725,27.832
-0.118,-0.698,0.442,-181.885,50.049,33.997
-0.103,-0.726,0.479,-186.157,49.622,36.804
-0.111,-0.743,0.489,-187.5,50.232,36.865
-0.112,-0.766,0.53,-188.782,51.575,37.537
-0.114,-0.749,0.563,-185.303,57.983,39.673
-0.086,-0.808,0.553,-176.514,66.772,43.091
-0.026,-0.816,0.576,-171.265,67.2,44.861
0,-0.83,0.574,-163.879,62.439,40.649
0.012,-0.83,0.52,-155.457,52.002,34.302
0.001,-0.852,0.508,-154.236,36.499,29.053
0.026,-0.81,0.542,-158.691,21.912,26.672
0.019,-0.798,0.526,-157.898,14.343,23.56
0.042,-0.78,0.434,-154.602,7.874,20.02
-0.029,-0.812,0.424,-156.433,-0.061,16.541
-0.012,-0.762,0.481,-164.246,0.488,16.296
0.022,-0.735,0.491,-164.429,9.094,17.517
0.042,-0.708,0.472,-158.203,14.771,15.137
0.027,-0.663,0.472,-155.579,16.418,11.108
-0.016,-0.626,0.489,-155.762,17.883,8.24
-0.025,-0.579,0.529,-161.316,21.545,11.353
0.004,-0.544,0.647,-171.57,21.667,18.86
0.01,-0.513,0.769,-179.382,20.752,21.667
-0.009,-0.523,0.862,-179.871,20.02,19.775
-0.01,-0.53,0.928,-176.758,20.264,17.822
-0.032,-0.544,0.966,-172.119,20.691,14.282
-0.072,-0.562,0.992,-167.603,20.63,10.742
-0.092,-0.576,1.026,-165.283,19.775,9.705
-0.128,-0.557,1.076,-163.574,18.25,9.583
-0.14,-0.554,1.148,-161.804,15.442,11.658
-0.124,-0.545,1.219,-159.668,12.39,15.503
-0.105,-0.519,1.271,-155.762,11.169,17.456
-0.085,-0.509,1.348,-149.902,11.353,18.982
-0.06,-0.57,1.445,-138.367,13.672,20.447
0.014,-0.559,1.458,-120.361,22.949,22.034
0.071,-0.575,1.402,-98.999,27.405,18.677
0.109,-0.592,1.355,-81.787,21.24,12.085
0.131,-0.582,1.325,-69.946,7.996,4.333
0.121,-0.558,1.272,-58.105,-6.165,-3.967
0.108,-0.54,1.206,-47.241,-20.325,-11.169
0.086,-0.52,1.141,-39.063,-33.508,-17.212
0.057,-0.516,1.075,-31.86,-42.908,-22.217
0.018,-0.489,1.007,-26.611,-45.166,-24.841
-0.021,-0.461,0.958,-23.499,-40.588,-24.963
-0.051,-0.454,0.927,-20.935,-29.846,-22.522
-0.06,-0.448,0.905,-18.738,-14.587,-18.127
-0.068,-0.445,0.886,-15.686,-0.427,-15.076
-0.085,-0.442,0.877,-14.038,7.996,-13
-0.094,-0.445,0.881,-14.038,12.207,-11.292
-0.097,-0.448,0.892,-15.32,13.367,-9.155
-0.099,-0.451,0.916,-16.174,12.512,-7.324
-0.102,-0.453,0.939,-16.602,9.583,-6.287
-0.102,-0.454,0.958,-15.747,5.859,-5.554
-0.115,-0.451,0.966,-13.611,1.282,-6.226
-0.132,-0.444,0.967,-11.169,-2.625,-7.019
-0.15,-0.434,0.966,-8.789,-3.113,-6.47
-0.159,-0.427,0.972,-7.263,-1.16,-5.31
-0.159,-0.424,0.981,-5.737,2.014,-4.028
-0.151,-0.429,0.989,-3.662,4.517,-2.991
-0.137,-0.431,0.98,-0.793,5.432,-2.502
-0.123,-0.432,0.957,2.075,5.31,-2.93
-0.11,-0.434,0.933,4.028,3.418,-3.235
-0.096,-0.434,0.914,5.127,0.854,-3.54
-0.092,-0.43,0.892,5.737,-1.465,-3.784
-0.09,-0.434,0.867,6.653,-2.075,-3.784
-0.082,-0.438,0.85,7.385,-1.099,-3.54
-0.074,-0.442,0.839,6.836,0.488,-3.479
-0.069,-0.449,0.832,6.226,0.793,-3.54
-0.07,-0.451,0.826,5.615,-0.488,-3.845
-0.085,-0.45,0.819,4.944,-1.404,-4.333
-0.094,-0.448,0.811,4.517,-0.122,-4.089
-0.094,-0.451,0.813,3.235,2.38,-3.357
-0.088,-0.453,0.821,1.587,3.906,-2.502
-0.085,-0.454,0.833,0.305,3.967,-2.197
-0.088,-0.454,0.844,-0.305,2.686,-2.502
-0.089,-0.455,0.851,-0.122,1.465,-2.869
-0.089,-0.456,0.852,0.244,0.671,-3.296
-0.089,-0.458,0.849,0.793,-0.061,-3.662
-0.094,-0.452,0.852,0.366,-1.404,-4.028
-0.1,-0.448,0.859,-0.122,-3.113,-3.967
-0.106,-0.453,0.855,0.122,-2.38,-3.723
-0.11,-0.449,0.849,0.854,-0.427,-3.357
0.107,-0.189,2.22,157.898,23.926,19.287
0.12,-0.194,2.126,187.073,9.094,12.451
0.112,-0.156,1.984,216.248,-1.892,3.662
0.091,-0.095,1.83,241.882,-5.31,-4.517
0.072,-0.069,1.668,266.296,-2.502,-11.353
0.056,-0.033,1.498,290.833,5.127,-18.311
0.039,-0.004,1.342,314.514,16.296,-26.184
0.029,0.037,1.221,334.839,31.799,-33.691
0.026,0.094,1.112,354.492,53.833,-42.725
0.026,0.143,1.017,374.39,77.698,-53.162
0.047,0.184,0.926,392.517,96.924,-62.256
0.095,0.2,0.813,410.522,106.262,-71.838
0.128,0.26,0.697,428.467,99.67,-84.473
0.143,0.296,0.588,443.298,77.148,-99.365
0.158,0.352,0.491,455.139,42.419,-113.037
0.179,0.427,0.351,464.966,2.808,-124.207
0.194,0.485,0.2,473.694,-46.448,-133.85
0.241,0.539,0.053,479.492,-106.14,-141.296
0.256,0.643,-0.096,485.657,-163.696,-151.55
0.351,1.069,-0.07,493.591,-211.67,-165.894
0.506,1.83,-0.592,487.793,-228.577,-178.772
0.043,0.79,-1.043,526.245,-226.318,-206.787
-0.053,0.801,-1.504,530.64,-233.337,-205.933
-0.253,0.752,-1.798,486.084,-223.206,-184.875
-0.505,0.797,-2.037,449.585,-188.965,-175.598
-0.667,1.012,-2.348,413.391,-154.907,-157.471
-0.697,1.042,-2.679,373.596,-140.381,-129.395
-0.591,1.037,-3.012,318.542,-135.193,-90.393
-0.411,0.897,-3.296,252.502,-120.789,-49.988
-0.153,0.764,-3.41,175.354,-92.346,-8.972
0.137,0.633,-3.344,94.971,-58.289,30.212
0.405,0.451,-3.11,21.362,-28.137,58.289
0.589,0.252,-2.77,-41.931,-6.104,74.707
0.682,0.088,-2.389,-94.36,11.658,81.787
0.691,-0.087,-2.017,-130.615,29.907,81.604
0.649,-0.265,-1.679,-153.931,52.734,80.933
0.576,-0.404,-1.394,-168.091,78.491,81.299
0.518,-0.478,-1.201,-176.941,101.44,80.566
0.437,-0.503,-1.089,-182.19,113.708,77.82
0.347,-0.492,-1.06,-186.035,115.173,71.35
0.264,-0.486,-1.07,-190.857,111.206,56.458
0.165,-0.435,-1.073,-199.951,99.915,42.053
0.055,-0.356,-1.068,-208.801,85.999,31.677
-0.045,-0.303,-1.082,-212.158,76.599,23.254
-0.119,-0.267,-1.112,-212.769,73.914,17.578
-0.172,-0.234,-1.125,-215.881,73.792,14.282
-0.234,-0.213,-1.132,-222.595,73.669,12.573
-0.287,-0.192,-1.128,-234.558,71.167,13.733
-0.323,-0.178,-1.101,-252.136,67.627,18.433
-0.332,-0.161,-1.051,-272.705,68.481,24.963
-0.324,-0.142,-0.984,-293.762,76.66,33.142
-0.301,-0.12,-0.898,-313.354,89.905,42.175
-0.256,-0.082,-0.786,-331.421,106.262,52.734
-0.189,-0.036,-0.627,-346.008,123.047,65.552
-0.101,-0.015,-0.474,-355.164,138.062,79.712
-0.024,-0.026,-0.353,-361.633,148.254,91.431
0.038,-0.028,-0.246,-371.216,148.499,99.548
0.096,-0.018,-0.089,-387.268,140.869,104.919
0.16,0.017,0.174,-403.687,130.432,107.788
0.213,0.026,0.481,-405.457,118.713,103.943
0.225,-0.019,0.705,-385.071,100.342,90.82
0.2,-0.074,0.812,-353.149,77.515,71.411
0.073,-0.094,0.859,-325.012,57.983,50.476
-0.018,-0.049,0.795,-307.007,48.706,37.964
-0.063,-0.086,0.74,-307.068,38.757,43.335
-0.098,-0.04,0.783,-332.031,21.851,58.594
-0.13,0.024,0.965,-364.258,11.414,70.435
-0.143,0.053,1.234,-379.944,14.526,78.43
-0.098,0.026,1.55,-365.723,28.198,83.496
-0.003,-0.036,1.703,-316.833,45.837,81.421
0.052,-0.093,1.621,-252.869,55.847,67.139
0.099,-0.093,1.502,-207.336,48.157,52.063
0.172,-0.095,1.5,-187.439,26.794,46.57
0.179,-0.089,1.499,-177.307,6.409,44.128
0.199,-0.158,1.495,-169.006,-8.423,43.884
0.233,-0.215,1.495,-164.185,-16.541,43.457
0.222,-0.276,1.467,-155.029,-16.785,36.194
0.162,-0.41,1.464,-143.494,-13,27.161
0.097,-0.68,1.639,-140.808,4.333,23.132
0.274,-0.364,1.773,-153.381,53.894,28.381
0.167,-0.478,1.84,-130.066,59.875,23.071
0.057,-0.518,1.879,-99.182,27.954,9.644
0.004,-0.415,1.871,-82.214,-3.54,3.967
-0.017,-0.455,1.731,-57.556,-33.081,-0.549
-0.007,-0.463,1.535,-40.1,-57.19,-0.549
-0.017,-0.492,1.375,-31.067,-73.486,-1.16
-0.032,-0.489,1.256,-27.771,-74.402,0.244
-0.019,-0.457,1.195,-29.114,-54.688,6.042
0.037,-0.434,1.17,-29.907,-24.292,13.55
0.124,-0.429,1.135,-26.428,3.357,18.066
0.186,-0.422,1.096,-20.264,18.127,18.25
0.218,-0.427,1.057,-13.367,20.63,14.709
0.218,-0.437,1.022,-7.629,16.724,9.216
0.196,-0.434,0.988,-3.479,12.085,3.113
0.172,-0.428,0.961,-2.014,7.507,-0.183
0.151,-0.406,0.948,-3.845,1.77,-0.61
0.114,-0.392,0.938,-5.432,-2.747,-1.038
0.085,-0.388,0.92,-5.798,-3.967,-0.916
0.067,-0.392,0.903,-6.47,-0.916,0.793
0.068,-0.391,0.901,-7.507,5.554,2.93
0.077,-0.39,0.907,-7.69,12.085,4.211
0.086,-0.395,0.918,-6.714,16.296,4.089
0.096,-0.399,0.919,-4.822,17.517,2.502
0.1,-0.411,0.911,-1.648,15.93,0.183
0.094,-0.425,0.892,1.16,12.634,-2.991
0.079,-0.429,0.883,1.648,7.446,-5.005
0.057,-0.427,0.887,0.061,1.282,-6.165
0.035,-0.422,0.892,-2.197,-2.93,-6.47
0.008,-0.415,0.898,-3.052,-5.31,-6.47
-0.02,-0.407,0.903,-2.991,-6.836,-7.324
-0.039,-0.405,0.904,-2.136,-7.629,-7.507
-0.046,-0.4,0.913,-2.258,-5.737,-6.531
-0.049,-0.393,0.919,-1.77,-2.441,-5.554
-0.051,-0.381,0.921,-0.916,0.549,-4.639
-0.045,-0.38,0.922,-0.183,1.587,-3.723
-0.034,-0.383,0.924,0.366,1.648,-2.747
-0.023,-0.38,0.919,0.732,1.099,-2.319
-0.017,-0.376,0.92,0.305,0.183,-1.77
-0.007,-0.377,0.919,0.061,-0.549,-1.099